Company Name,Instrument Type,Current Rater,Rating,Rating Date,Urgency,INC,Sector,Why Target,ACER Pitch Angle
Shree Sidhbali Industries Ltd.,Non-government debt,BRICKWORK,B/A4,06-05-2025,HIGH,Y,Manufacturing,INC with BRICKWORK — not cooperating; switch needed,"INC blocks bank financing; ACER vs BRICKWORK: faster, more responsive, India-focused"
Devrishi Papers Pvt. Ltd.,Term loans,BRICKWORK,C,06-05-2025,HIGH,Y,Manufacturing,INC with BRICKWORK — not cooperating; switch needed,"INC blocks bank financing; ACER vs BRICKWORK: faster, more responsive, India-focused"
Northern Electric Cables Pvt. Ltd.,Fund based financial facility/instrument,CARE,B-,06-05-2025,HIGH,Y,Manufacturing,INC with CARE — not cooperating; switch needed,"INC blocks bank financing; ACER vs CARE: faster, more responsive, India-focused"
Nexo Industries Pvt. Ltd.,Letter Of credit,CARE,A 4,06-05-2025,HIGH,Y,Manufacturing,INC with CARE — not cooperating; switch needed,"INC blocks bank financing; ACER vs CARE: faster, more responsive, India-focused"
Best Koki Automotive Pvt. Ltd.,Long term Loans,ACUITE,BB+,06-05-2025,HIGH,Y,Manufacturing,INC with ACUITE — not cooperating; switch needed,"INC blocks bank financing; ACER vs ACUITE: faster, more responsive, India-focused"
Hillman Hosiery Mills Private Limited,Long Term Bank Facilities,Infomerics,IVR B- (INC)(Downgraded),"May 8, 2025",HIGH,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Rubber King Tyre Pvt. Ltd.,Letter Of credit,CRISIL,A 4+,06-05-2025,HIGH,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
Modern Automotives Ltd.,Bank Guarantee,BRICKWORK,A 4,07-05-2025,HIGH,Y,Manufacturing,INC with BRICKWORK — not cooperating; switch needed,"INC blocks bank financing; ACER vs BRICKWORK: faster, more responsive, India-focused"
Meru Automobiles Pvt. Ltd.,Fund based financial facility/instrument,BRICKWORK,C,07-05-2025,HIGH,Y,Manufacturing,INC with BRICKWORK — not cooperating; switch needed,"INC blocks bank financing; ACER vs BRICKWORK: faster, more responsive, India-focused"
Induss Food Products & Equipments Ltd.,Fund based financial facility/instrument,CRISIL,BB+,08-05-2025,HIGH,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
HMA Agro Industries Limited,Long Term Bank Facilities,Infomerics,IVR BBB+ (INC)(Reaffirmed and Withdrawn),"June 19, 2023",HIGH,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Anusaya Poly Products Industries,Long Term Bank Facilities,Infomerics,IVR C+ (INC)(Downgraded),"April 1, 2025",HIGH,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Finolite Ceramic,Long Term Bank Facilities,Infomerics,IVR C- (INC)(Downgraded),"May 19, 2025",HIGH,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Finolite Ceramic,Short Term Bank Facilities,Infomerics,IVR A4 (INC)(Reaffirmed),"May 19, 2025",HIGH,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
HMA Agro Industries Limited,Long Term Bank Facilities,Infomerics,IVR BBB+ (INC)(Reaffirmed and Withdrawn),"June 19, 2023",HIGH,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Anusaya Poly Products Industries,Long Term Bank Facilities,Infomerics,IVR C+ (INC)(Downgraded),"April 1, 2025",HIGH,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
NRC Industries Limited,Long Term Bank Facilities,Infomerics,IVR B+ (INC)(Downgraded),"May 5, 2025",HIGH,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
NRC Industries Limited,Short Term Bank Facilities,Infomerics,IVR A4 (INC)(Reaffirmed),"May 5, 2025",HIGH,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Manaksia Coated Metals & Industries Limited,Long Term Bank Facilities,Infomerics,IVR BB+ (INC)(Reaffirmed and Withdrawn),"April 18, 2023",HIGH,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Moksha Thermoplastics Private Limited,Long Term Facilities,Infomerics,IVR B+ (INC)(Downgraded),"March 6, 2025",HIGH,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Moksha Thermoplastics Private Limited,Short Term Facilities,Infomerics,IVR A4 (INC)(Reaffirmed),"March 6, 2025",HIGH,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Kataria Automobiles Private Limited (KAPL),Long Term Fund based facilities - Cash Credit,Infomerics,IVR BB (INC)(Reaffirmed and Withdrawn),"February 10, 2023",HIGH,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Kataria Automobiles Private Limited (KAPL),Long Term Fund based facilities - Term Loan,Infomerics,IVR BB (INC)(Reaffirmed and Withdrawn),"February 10, 2023",HIGH,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Kataria Automobiles Private Limited (KAPL),Short Term Fund based facilities - Bank Guarantee,Infomerics,IVR A4 (INC)(Reaffirmed and Withdrawn),"February 10, 2023",HIGH,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
M. M. Industries,Long Term Facilities,Infomerics,IVR C+ (INC)(Downgraded),"January 27, 2025",HIGH,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
M. M. Industries,Short Term Facilities,Infomerics,IVR A4 (INC)(Reaffirmed),"January 27, 2025",HIGH,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
NS Engineering Company Private Limited,Long Term Bank Facility,Infomerics,IVR B+ (INC)(Downgraded),"January 6, 2025",HIGH,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
NS Engineering Company Private Limited,Short Term Bank Facilities,Infomerics,IVR A4 (INC)(Reaffirmed),"January 6, 2025",HIGH,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Peaton Electrical Co. Ltd.,Bank Guarantee,CRISIL,A 4,30-05-2025,HIGH,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
Industrial Progressive (India) Ltd.,Term loans,CARE,D,30-05-2025,HIGH,Y,Manufacturing,INC with CARE — not cooperating; switch needed,"INC blocks bank financing; ACER vs CARE: faster, more responsive, India-focused"
Podder & Podder (Equipment & Project) Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,A 4,30-05-2025,HIGH,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
R Q S Engineering Pvt. Ltd.,Long term Loans,CRISIL,B,29-05-2025,HIGH,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
Rupal Plastics Pvt. Ltd.,Letter Of credit,CRISIL,A 4,29-05-2025,HIGH,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
Bhadora Industries Ltd.,Bank Guarantee,CRISIL,A 4,29-05-2025,HIGH,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
Gujarat Pickers Industries Ltd.,Non-fund-based financial facility/instrument,CRISIL,A 4+,29-05-2025,HIGH,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
Venus Garments (India) Ltd.,Term loans,CRISIL,D,29-05-2025,HIGH,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
A S Wire Inds. (V S P) Pvt. Ltd.,Term loans,BRICKWORK,C,29-05-2025,HIGH,Y,Manufacturing,INC with BRICKWORK — not cooperating; switch needed,"INC blocks bank financing; ACER vs BRICKWORK: faster, more responsive, India-focused"
Omsairam Steels & Alloys Pvt. Ltd.,Letter Of credit,CARE,A 4,29-05-2025,HIGH,Y,Manufacturing,INC with CARE — not cooperating; switch needed,"INC blocks bank financing; ACER vs CARE: faster, more responsive, India-focused"
Benara Bearings & Pistons Ltd.,Bank Guarantee,CARE,D,29-05-2025,HIGH,Y,Manufacturing,INC with CARE — not cooperating; switch needed,"INC blocks bank financing; ACER vs CARE: faster, more responsive, India-focused"
Metstar Industries Pvt. Ltd.,Term loans,BRICKWORK,C,28-05-2025,HIGH,Y,Manufacturing,INC with BRICKWORK — not cooperating; switch needed,"INC blocks bank financing; ACER vs BRICKWORK: faster, more responsive, India-focused"
Vipul Industries Pvt. Ltd.,Term loans,ICRA,B+,28-05-2025,HIGH,Y,Manufacturing,INC with ICRA — not cooperating; switch needed,"INC blocks bank financing; ACER vs ICRA: faster, more responsive, India-focused"
Vamshi Motors Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,27-05-2025,HIGH,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
Amazing Rubber Products Pvt. Ltd.,Long term Loans,CRISIL,BB,27-05-2025,HIGH,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
Shri Mangalam Auto Pvt. Ltd.,Term loans,CRISIL,BB,27-05-2025,HIGH,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
Universal Auto Components Pvt. Ltd.,Term loans,BRICKWORK,D,27-05-2025,HIGH,Y,Manufacturing,INC with BRICKWORK — not cooperating; switch needed,"INC blocks bank financing; ACER vs BRICKWORK: faster, more responsive, India-focused"
Vesta Equipment Pvt. Ltd.,Term loans,CARE,D,26-05-2025,HIGH,Y,Manufacturing,INC with CARE — not cooperating; switch needed,"INC blocks bank financing; ACER vs CARE: faster, more responsive, India-focused"
Speedofer Components Pvt. Ltd.,Letter Of credit,CRISIL,B-,26-05-2025,HIGH,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
Aurionpro Toshi Automatic Systems Pvt. Ltd.,Letter Of credit,BRICKWORK,A 4,23-05-2025,HIGH,Y,Manufacturing,INC with BRICKWORK — not cooperating; switch needed,"INC blocks bank financing; ACER vs BRICKWORK: faster, more responsive, India-focused"
Samriddhi Automations Pvt. Ltd.,Letter Of credit,CRISIL,A 4+,23-05-2025,HIGH,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
Hitaishi K K Mfg. Co. Pvt. Ltd.,Term loans,ACUITE,D,23-05-2025,HIGH,Y,Manufacturing,INC with ACUITE — not cooperating; switch needed,"INC blocks bank financing; ACER vs ACUITE: faster, more responsive, India-focused"
Astec Valves & Fittings Pvt. Ltd.,Term loans,BRICKWORK,C,23-05-2025,HIGH,Y,Manufacturing,INC with BRICKWORK — not cooperating; switch needed,"INC blocks bank financing; ACER vs BRICKWORK: faster, more responsive, India-focused"
Sandeep Motors Pvt. Ltd.,Term loans,BRICKWORK,C,23-05-2025,HIGH,Y,Manufacturing,INC with BRICKWORK — not cooperating; switch needed,"INC blocks bank financing; ACER vs BRICKWORK: faster, more responsive, India-focused"
Genus Paper & Coke Ltd.,Term loans,CARE,BB,23-05-2025,HIGH,Y,Manufacturing,INC with CARE — not cooperating; switch needed,"INC blocks bank financing; ACER vs CARE: faster, more responsive, India-focused"
G I Industries Pvt. Ltd.,Letter Of credit,BRICKWORK,D,23-05-2025,HIGH,Y,Manufacturing,INC with BRICKWORK — not cooperating; switch needed,"INC blocks bank financing; ACER vs BRICKWORK: faster, more responsive, India-focused"
Rajamane Industries Pvt. Ltd.,Term loans,CARE,B-,23-05-2025,HIGH,Y,Manufacturing,INC with CARE — not cooperating; switch needed,"INC blocks bank financing; ACER vs CARE: faster, more responsive, India-focused"
Shah Paperplast Inds. Ltd.,Term loans,ACUITE,D,23-05-2025,HIGH,Y,Manufacturing,INC with ACUITE — not cooperating; switch needed,"INC blocks bank financing; ACER vs ACUITE: faster, more responsive, India-focused"
Trident Automobiles Pvt. Ltd.,Fund based financial facility/instrument,BRICKWORK,B-,22-05-2025,HIGH,Y,Manufacturing,INC with BRICKWORK — not cooperating; switch needed,"INC blocks bank financing; ACER vs BRICKWORK: faster, more responsive, India-focused"
Mahakali Motors Pvt. Ltd.,Fund based financial facility/instrument,BRICKWORK,C,22-05-2025,HIGH,Y,Manufacturing,INC with BRICKWORK — not cooperating; switch needed,"INC blocks bank financing; ACER vs BRICKWORK: faster, more responsive, India-focused"
Alstone Industries Pvt. Ltd.,Term loans,CRISIL,B,22-05-2025,HIGH,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
A Auto Movers Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,B,22-05-2025,HIGH,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
Chadha Papers Limited,Long Term Bank Facilities,Infomerics,IVR BB (INC)(Downgraded),"March 3, 2025",HIGH,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Chadha Papers Limited,Short Term Bank Facilities,Infomerics,IVR A4 (INC)(Downgraded),"March 3, 2025",HIGH,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
G K Plastics Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,12-06-2025,HIGH,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
Shonan Engineering Works Pvt. Ltd.,Term loans,CARE,B-,11-06-2025,HIGH,Y,Manufacturing,INC with CARE — not cooperating; switch needed,"INC blocks bank financing; ACER vs CARE: faster, more responsive, India-focused"
Pharmachem Industries (Gujarat) Pvt. Ltd.,Long term Loans,ACUITE,B+,11-06-2025,HIGH,Y,Manufacturing,INC with ACUITE — not cooperating; switch needed,"INC blocks bank financing; ACER vs ACUITE: faster, more responsive, India-focused"
Shree Nageshwar Papers Ltd.,Term loans,BRICKWORK,C,11-06-2025,HIGH,Y,Manufacturing,INC with BRICKWORK — not cooperating; switch needed,"INC blocks bank financing; ACER vs BRICKWORK: faster, more responsive, India-focused"
Revankar Motors Pvt. Ltd.,Term loans,BRICKWORK,C,10-06-2025,HIGH,Y,Manufacturing,INC with BRICKWORK — not cooperating; switch needed,"INC blocks bank financing; ACER vs BRICKWORK: faster, more responsive, India-focused"
Sangal Papers Ltd.,Letter Of credit,BRICKWORK,A 4,10-06-2025,HIGH,Y,Manufacturing,INC with BRICKWORK — not cooperating; switch needed,"INC blocks bank financing; ACER vs BRICKWORK: faster, more responsive, India-focused"
Digiana Industries Pvt. Ltd.,Bank Guarantee,BRICKWORK,A 4,10-06-2025,HIGH,Y,Manufacturing,INC with BRICKWORK — not cooperating; switch needed,"INC blocks bank financing; ACER vs BRICKWORK: faster, more responsive, India-focused"
Patwari Electricals Pvt. Ltd.,Non-government debt,CARE,C/A4,10-06-2025,HIGH,Y,Manufacturing,INC with CARE — not cooperating; switch needed,"INC blocks bank financing; ACER vs CARE: faster, more responsive, India-focused"
Suyash Kraft & Papers Pvt. Ltd.,Term loans,BRICKWORK,C,10-06-2025,HIGH,Y,Manufacturing,INC with BRICKWORK — not cooperating; switch needed,"INC blocks bank financing; ACER vs BRICKWORK: faster, more responsive, India-focused"
Debson Pumps Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,10-06-2025,HIGH,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
Rajyalakshmi Coated Wires Pvt. Ltd.,Letter Of credit,BRICKWORK,A 4,10-06-2025,HIGH,Y,Manufacturing,INC with BRICKWORK — not cooperating; switch needed,"INC blocks bank financing; ACER vs BRICKWORK: faster, more responsive, India-focused"
Rajsriya Automotive Inds. Pvt. Ltd.,Term loans,BRICKWORK,C,09-06-2025,HIGH,Y,Manufacturing,INC with BRICKWORK — not cooperating; switch needed,"INC blocks bank financing; ACER vs BRICKWORK: faster, more responsive, India-focused"
Bharat Motors Ltd.,Term loans,CRISIL,D,09-06-2025,HIGH,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
Divine Motors Pvt. Ltd.,Term loans,BRICKWORK,B+,09-06-2025,HIGH,Y,Manufacturing,INC with BRICKWORK — not cooperating; switch needed,"INC blocks bank financing; ACER vs BRICKWORK: faster, more responsive, India-focused"
Fex Foundry Alloys Pvt. Ltd.,Letter Of credit,CRISIL,A 4+,09-06-2025,HIGH,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
Deccan Ferro Alloys Pvt. Ltd.,Letter Of credit,ACUITE,A 4+,06-06-2025,HIGH,Y,Manufacturing,INC with ACUITE — not cooperating; switch needed,"INC blocks bank financing; ACER vs ACUITE: faster, more responsive, India-focused"
Ramabhadra Industries Pvt. Ltd.,Long term Loans,CRISIL,BB+,06-06-2025,HIGH,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
Sarup Industries Ltd.,Term loans,BRICKWORK,C,05-06-2025,HIGH,Y,Manufacturing,INC with BRICKWORK — not cooperating; switch needed,"INC blocks bank financing; ACER vs BRICKWORK: faster, more responsive, India-focused"
Mynah Industries Ltd.,Term loans,BRICKWORK,D,05-06-2025,HIGH,Y,Manufacturing,INC with BRICKWORK — not cooperating; switch needed,"INC blocks bank financing; ACER vs BRICKWORK: faster, more responsive, India-focused"
Alpine Apparels Pvt. Ltd.,Term loans,ACUITE,B,05-06-2025,HIGH,Y,Manufacturing,INC with ACUITE — not cooperating; switch needed,"INC blocks bank financing; ACER vs ACUITE: faster, more responsive, India-focused"
Nuchem Dyestuffs Pvt. Ltd.,Letter Of credit,BRICKWORK,A 4,04-06-2025,HIGH,Y,Manufacturing,INC with BRICKWORK — not cooperating; switch needed,"INC blocks bank financing; ACER vs BRICKWORK: faster, more responsive, India-focused"
Jayatma Industries Ltd.,Non-government debt,CARE,C/A4,03-06-2025,HIGH,Y,Manufacturing,INC with CARE — not cooperating; switch needed,"INC blocks bank financing; ACER vs CARE: faster, more responsive, India-focused"
Oswal Knitting & Spinning Inds. Ltd.,Letter Of credit,CARE,D,02-06-2025,HIGH,Y,Manufacturing,INC with CARE — not cooperating; switch needed,"INC blocks bank financing; ACER vs CARE: faster, more responsive, India-focused"
Gainwell Engineering Pvt. Ltd.,Term loans,CARE,BB+,02-06-2025,HIGH,Y,Manufacturing,INC with CARE — not cooperating; switch needed,"INC blocks bank financing; ACER vs CARE: faster, more responsive, India-focused"
Pandit Automobiles Pvt. Ltd.,Term loans,BRICKWORK,C,02-06-2025,HIGH,Y,Manufacturing,INC with BRICKWORK — not cooperating; switch needed,"INC blocks bank financing; ACER vs BRICKWORK: faster, more responsive, India-focused"
Tayal India Motors Pvt. Ltd.,Long term Loans,ACUITE,BB+,02-06-2025,HIGH,Y,Manufacturing,INC with ACUITE — not cooperating; switch needed,"INC blocks bank financing; ACER vs ACUITE: faster, more responsive, India-focused"
F P L Automobiles Pvt. Ltd.,Fund based financial facility/instrument,CARE,B-,02-06-2025,HIGH,Y,Manufacturing,INC with CARE — not cooperating; switch needed,"INC blocks bank financing; ACER vs CARE: faster, more responsive, India-focused"
Leel Electricals Ltd.,Fund based financial facility/instrument,CARE,D,02-06-2025,HIGH,Y,Manufacturing,INC with CARE — not cooperating; switch needed,"INC blocks bank financing; ACER vs CARE: faster, more responsive, India-focused"
Dhanalakshmi Automotives India Pvt. Ltd.,Fund based financial facility/instrument,BRICKWORK,C-,30-05-2025,HIGH,Y,Manufacturing,INC with BRICKWORK — not cooperating; switch needed,"INC blocks bank financing; ACER vs BRICKWORK: faster, more responsive, India-focused"
Star Pipe Foundry (India) Pvt. Ltd.,Term loans,CRISIL,BB+,30-05-2025,HIGH,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
Kusalava Motors Pvt. Ltd.,Term loans,BRICKWORK,C,30-05-2025,HIGH,Y,Manufacturing,INC with BRICKWORK — not cooperating; switch needed,"INC blocks bank financing; ACER vs BRICKWORK: faster, more responsive, India-focused"
O S T Electronics Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,30-05-2025,HIGH,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
Shree Automotive Private Limited,Long Term Bank Facilities (including proposed facility of Rs. 12.77 crore),Infomerics,IVR BB (INC)(Downgraded),"December 13, 2024",HIGH,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
MSR Iron and Steel Industries India Private Limited,Long Term Bank Facilities,Infomerics,IVR B+ (INC)(Downgraded),"January 27, 2025",HIGH,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Shivalik Auto Engineering Private Limited,Long Term Bank Facilities,Infomerics,IVR BB- (INC)(Reaffirmed & Withdrawn),"October 19, 2023",HIGH,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
East India Drums & Barrels Manufacturing Company (EIDBMC),Long Term Fund Based Facility - Term Loan,Infomerics,IVR BB (INC)(Reaffirmed & Withdrawn),"June 14, 2023",HIGH,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
East India Drums & Barrels Manufacturing Company (EIDBMC),Long Term Fund Based Facility - Cash Credit,Infomerics,IVR BB (INC)(Reaffirmed & Withdrawn),"June 14, 2023",HIGH,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
East India Drums & Barrels Manufacturing Company (EIDBMC),Short Term Non Fund Based Facility - Bank Guarantee,Infomerics,IVR A4 (INC)(Reaffirmed & Withdrawn),"June 14, 2023",HIGH,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Balaji Industrial and Agricultural Castings Private Limited,Long Term Bank Facilities,Infomerics,IVR B (INC)(Downgraded),"April 11, 2025",HIGH,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Balaji Industrial and Agricultural Castings Private Limited,Short Term Bank Facilities,Infomerics,IVR A4 (INC)(Reaffirmed),"April 11, 2025",HIGH,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Balaji Industrial and Agricultural Castings Private Limited,Long Term/ Short Term Bank Facilities,Infomerics,IVR B/ IVR A4 (INC) (Downgraded/Reaffirmed),"April 11, 2025",HIGH,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Gulzar Motors Private Limited,Long Term Bank Facilities,Infomerics,IVR BB (INC)(Downgraded),"May 16, 2025",HIGH,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Gulzar Motors Private Limited,Short Term Bank Facilities,Infomerics,IVR A4 (INC)(Downgraded),"May 16, 2025",HIGH,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Aradhya Wire & Ropes Pvt. Ltd.,Bank Guarantee,BRICKWORK,D,13-06-2025,HIGH,Y,Manufacturing,INC with BRICKWORK — not cooperating; switch needed,"INC blocks bank financing; ACER vs BRICKWORK: faster, more responsive, India-focused"
Sakthi Auto Ancillary Pvt. Ltd.,Term loans,BRICKWORK,C,13-06-2025,HIGH,Y,Manufacturing,INC with BRICKWORK — not cooperating; switch needed,"INC blocks bank financing; ACER vs BRICKWORK: faster, more responsive, India-focused"
Resonance Paper Mill Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,B,13-06-2025,HIGH,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
Nava Nirman Fabrication Pvt. Ltd.,Long term Loans,CRISIL,D,13-06-2025,HIGH,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
Partap Wires (India) Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,13-06-2025,HIGH,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
Nepzpack Industries Pvt. Ltd.,Long term Loans,CRISIL,B,13-06-2025,HIGH,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
Paramashiva Motors Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,B+,13-06-2025,HIGH,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
S D Auto Engg. Works Pvt. Ltd.,Term loans,CRISIL,B,13-06-2025,HIGH,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
Rine Engineering Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,13-06-2025,HIGH,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
Positive Metering Pumps (India) Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,12-06-2025,HIGH,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
