Company Name,Instrument Type,Current Rater,Rating,Rating Date,Urgency,INC,Sector,Why Target,ACER Pitch Angle
Anirudh Plastic Pvt. Ltd.,Letter Of credit,CARE,A 4,06-11-2025,MEDIUM,Y,Manufacturing,INC with CARE — not cooperating; switch needed,"INC blocks bank financing; ACER vs CARE: faster, more responsive, India-focused"
A P T Packaging Ltd.,Bank Guarantee,CARE,D,06-11-2025,MEDIUM,Y,Manufacturing,INC with CARE — not cooperating; switch needed,"INC blocks bank financing; ACER vs CARE: faster, more responsive, India-focused"
Pioneer Plastic Inds. Ltd.,Bank Guarantee,ACUITE,A 4,06-11-2025,MEDIUM,Y,Manufacturing,INC with ACUITE — not cooperating; switch needed,"INC blocks bank financing; ACER vs ACUITE: faster, more responsive, India-focused"
Crescent Foundry Co. Pvt. Ltd.,Bank Guarantee,CRISIL,A 2+,06-11-2025,MEDIUM,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
Komos Automotive India Pvt. Ltd.,Short-term loan,ACUITE,A 4,05-11-2025,MEDIUM,Y,Manufacturing,INC with ACUITE — not cooperating; switch needed,"INC blocks bank financing; ACER vs ACUITE: faster, more responsive, India-focused"
Sai Carton Mfg. Co. Pvt. Ltd.,Term loans,CRISIL,B,05-11-2025,MEDIUM,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
Orange Automotive Pvt. Ltd.,Bank Guarantee,CARE,B-,10-11-2025,MEDIUM,Y,Manufacturing,INC with CARE — not cooperating; switch needed,"INC blocks bank financing; ACER vs CARE: faster, more responsive, India-focused"
Premier Cables & Conductors Pvt. Ltd.,Bank Guarantee,BRICKWORK,A 4,10-11-2025,MEDIUM,Y,Manufacturing,INC with BRICKWORK — not cooperating; switch needed,"INC blocks bank financing; ACER vs BRICKWORK: faster, more responsive, India-focused"
T K Engineering Consortium Pvt. Ltd.,Non-fund-based financial facility/instrument,BRICKWORK,D,20-11-2025,MEDIUM,Y,Manufacturing,INC with BRICKWORK — not cooperating; switch needed,"INC blocks bank financing; ACER vs BRICKWORK: faster, more responsive, India-focused"
D R A Industries Ltd.,Letter Of credit,ACUITE,D,20-11-2025,MEDIUM,Y,Manufacturing,INC with ACUITE — not cooperating; switch needed,"INC blocks bank financing; ACER vs ACUITE: faster, more responsive, India-focused"
Super Plastic Coats Pvt. Ltd.,Bank Guarantee,CRISIL,A 4+,20-11-2025,MEDIUM,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
Ganesh Steel & Alloys Ltd.,Fund based financial facility/instrument,CRISIL,B,20-11-2025,MEDIUM,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
Bellsonica Auto Component India Pvt. Ltd.,Long term Loans,CRISIL,B,19-11-2025,MEDIUM,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
Harmony Plastics Pvt. Ltd.,Term loans,ACUITE,BB-,19-11-2025,MEDIUM,Y,Manufacturing,INC with ACUITE — not cooperating; switch needed,"INC blocks bank financing; ACER vs ACUITE: faster, more responsive, India-focused"
Madhu Industries Ltd.,Non-government debt,CARE,B-/A4,06-11-2025,MEDIUM,Y,Manufacturing,INC with CARE — not cooperating; switch needed,"INC blocks bank financing; ACER vs CARE: faster, more responsive, India-focused"
Peass Industrial Engineers Pvt. Ltd.,Term loans,BRICKWORK,C,06-11-2025,MEDIUM,Y,Manufacturing,INC with BRICKWORK — not cooperating; switch needed,"INC blocks bank financing; ACER vs BRICKWORK: faster, more responsive, India-focused"
Hindusthan National Glass & Inds. Ltd.,Non-government debt,CARE,D,19-06-2025,MEDIUM,Y,Manufacturing,INC with CARE — not cooperating; switch needed,"INC blocks bank financing; ACER vs CARE: faster, more responsive, India-focused"
Mega Automobiles Pvt. Ltd.,Term loans,CRISIL,B+,19-06-2025,MEDIUM,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
Hanumat Wires Udyog Pvt. Ltd.,Long term Loans,CRISIL,B,19-06-2025,MEDIUM,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
A M W Autocomponent Ltd.,Fund based financial facility/instrument,BRICKWORK,D,18-06-2025,MEDIUM,Y,Manufacturing,INC with BRICKWORK — not cooperating; switch needed,"INC blocks bank financing; ACER vs BRICKWORK: faster, more responsive, India-focused"
Koshal Ceramics Pvt. Ltd.,Term loans,ACUITE,BB-,18-06-2025,MEDIUM,Y,Manufacturing,INC with ACUITE — not cooperating; switch needed,"INC blocks bank financing; ACER vs ACUITE: faster, more responsive, India-focused"
Sysco Industries Ltd.,Bank Guarantee,BRICKWORK,D,17-06-2025,MEDIUM,Y,Manufacturing,INC with BRICKWORK — not cooperating; switch needed,"INC blocks bank financing; ACER vs BRICKWORK: faster, more responsive, India-focused"
Adsun Electronics Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,B,23-06-2025,MEDIUM,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
D L S Papers Pvt. Ltd.,Letter Of credit,BRICKWORK,A 4,20-06-2025,MEDIUM,Y,Manufacturing,INC with BRICKWORK — not cooperating; switch needed,"INC blocks bank financing; ACER vs BRICKWORK: faster, more responsive, India-focused"
Vishal Papertech India Limited,Long Term Bank Facilities,Infomerics,IVR C (INC)(Downgraded),"October 3, 2025",MEDIUM,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Vishal Papertech India Limited,Short Term Bank Facilities,Infomerics,IVR A4 (INC)(Downgraded),"October 3, 2025",MEDIUM,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
K K P Garments Pvt. Ltd.,Fund based financial facility/instrument,BRICKWORK,B+,17-06-2025,MEDIUM,Y,Manufacturing,INC with BRICKWORK — not cooperating; switch needed,"INC blocks bank financing; ACER vs BRICKWORK: faster, more responsive, India-focused"
Macneill Engineering Ltd.,Term loans,CARE,B,16-06-2025,MEDIUM,Y,Manufacturing,INC with CARE — not cooperating; switch needed,"INC blocks bank financing; ACER vs CARE: faster, more responsive, India-focused"
R K Electric Automation Ltd.,Bank Guarantee,CRISIL,A 4,16-06-2025,MEDIUM,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
Rajiv Automobiles Pvt. Ltd.,Letter Of credit,CRISIL,B,16-06-2025,MEDIUM,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
Madhya Bharat Papers Ltd.,Term loans,CRISIL,B-,19-06-2025,MEDIUM,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
Shree Bholey Alloys Pvt. Ltd.,Bank Guarantee,BRICKWORK,A 4,19-06-2025,MEDIUM,Y,Manufacturing,INC with BRICKWORK — not cooperating; switch needed,"INC blocks bank financing; ACER vs BRICKWORK: faster, more responsive, India-focused"
Airflow Equipments India Private Limited,Long Term Bank Facility,Infomerics,IVR B- (INC)(Downgraded),"September 26, 2025",MEDIUM,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Oswal Cables Private Limited,Long Term Bank Facility,Infomerics,IVR BB+ (INC) (Downgraded),"October 22, 2025",MEDIUM,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Oswal Cables Private Limited,Short Term Bank Facility,Infomerics,IVR A4+ (INC) (Downgraded),"October 22, 2025",MEDIUM,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Kapsons Industries Private Limited,Long Term Bank Facilities,Infomerics,IVR B+ (INC)(Downgraded),"July 10, 2025",MEDIUM,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Bright Packaging Private Limited,Long Term Facilities,Infomerics,IVR BB (INC)(Downgraded),"July 25, 2025",MEDIUM,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
SVP Industries Limited,Long Term Bank Facilities,Infomerics,IVR BB (INC)(Downgraded),"November 4, 2025",MEDIUM,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
SVP Industries Limited,Short Term Bank Facilities,Infomerics,IVR A4 (INC)(Downgraded),"November 4, 2025",MEDIUM,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Shonan Engineering Works Private Limited,Short Term Facilities,Infomerics,IVR A4 (INC)(Reaffirmed),"August 4, 2025",MEDIUM,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Shreesatya Metals & Alloys Private Limited,Long Term Bank Facilities,Infomerics,IVR BB+ (INC)(Downgraded),"November 26, 2025",MEDIUM,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Shreesatya Metals & Alloys Private Limited,Short Term Bank Facilities,Infomerics,IVR A4+ (INC)(Downgraded),"November 26, 2025",MEDIUM,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Mayura Packaging Private Limited,Short Term Non-Fund Based Bank Facility -Letter of Credit,Infomerics,IVR A4 (INC) (Reaffirmed),"November 17, 2025",MEDIUM,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Mayura Packaging Private Limited,Short Term Non-Fund Based Bank Facility - Bank Guarantee,Infomerics,IVR A4 (INC) (Reaffirmed),"November 17, 2025",MEDIUM,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Kamala Ginning and Oil Industries Private Limited,Long Term Facilities,Infomerics,IVR BB- (INC)(Downgraded),"November 14, 2025",MEDIUM,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Jiwanram Sheoduttrai Industries Private Limited,Long Term/ Short Term Bank Facilities,Infomerics,IVR C-/IVR A4; (INC)(Reaffirmed),"September 15, 2025",MEDIUM,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Jiwanram Sheoduttrai Industries Private Limited,Short Term Bank Facilities,Infomerics,IVR A4 (INC)(Reaffirmed),"September 15, 2025",MEDIUM,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Rubber Matters Private Limited,Long Term Fund Based limits,Infomerics,IVR C+ (INC)(Downgraded),"November 17, 2025",MEDIUM,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Kritika Wires Limited,Long Term Bank Facilities,Infomerics,IVR BB+ (INC)(Downgraded),"August 26, 2025",MEDIUM,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Kritika Wires Limited,Short Term Bank Facilities,Infomerics,IVR A4+ (INC)(Downgraded),"August 26, 2025",MEDIUM,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Marda Industries Private Limited,Long Term Bank Facilities - Cash Credit,Infomerics,IVR C+ (INC)(Downgraded),"July 7, 2025",MEDIUM,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Marda Industries Private Limited,Long Term Bank Facilities - Term Loan,Infomerics,IVR C+ (INC)(Reaffirmed),"July 7, 2025",MEDIUM,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Marda Industries Private Limited,Long Term Bank Facilities - Term Loan,Infomerics,IVR C+ (INC)(Reaffirmed),"July 7, 2025",MEDIUM,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Castor Girnar Industries Private Limited,Long Term/ Short Term Bank Facilities,Infomerics,IVR BB+/IVR A4+; (INC) (Downgraded),"December 10, 2025",MEDIUM,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
SVR Electricals Private Limited,Proposed Long Term Fund Based Bank Facility - Cash Credit,Infomerics,IVR C (INC) (Downgraded),"December 2, 2025",MEDIUM,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Vijay Transformers,Proposed Short Term Non- Fund Based Bank Facility - Letter of Credit,Infomerics,IVR A4 (INC) (Reaffirmed),"December 2, 2025",MEDIUM,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Vijay Transformers,Proposed Long Term/Short Term Non-Fund Based Bank Facility - Bank Guarantee,Infomerics,IVR C/IVR A4; (INC) (Downgraded & Reaffirmed),"December 2, 2025",MEDIUM,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Vijay Transformers,Proposed Long Term Fund Based Bank Facility - Cash Credit,Infomerics,IVR C (INC) (Downgraded),"December 2, 2025",MEDIUM,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Aventura Components Private Limited,Short Term Bank Facilities,Infomerics,IVR D (INC)(Reaffirmed),"October 23, 2025",MEDIUM,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Aventura Components Private Limited,Long Term Bank Facilities,Infomerics,IVR D (INC)(Reaffirmed),"October 23, 2025",MEDIUM,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Atlas Pet Plas Industries Limited,Long Term Bank Facilities - Proposed,Infomerics,IVR C (INC)(Downgraded),"September 2, 2025",MEDIUM,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Mayura Packaging Private Limited,Long Term Fund based bank facility- Term Loan,Infomerics,IVR C+ (INC) (Downgraded),"November 17, 2025",MEDIUM,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Shriniwas Spintex Industries Private Limited,Long Term Fund Based Bank Facilities,Infomerics,IVR BB (INC)(Downgraded),"December 29, 2025",LOW,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Premier Cables & Conductors Private Limited,Long Term Bank Facility,Infomerics,IVR B- (INC) (Downgraded),"January 15, 2026",LOW,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Premier Cables & Conductors Private Limited,Short Term Bank Facility,Infomerics,IVR A4 (INC) (Reaffirmed),"January 15, 2026",LOW,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Paragon Apparel Private Limited,Long Term Bank Facilities,Infomerics,IVR B+ (INC)(Downgraded),"February 9, 2026",LOW,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Paragon Apparel Private Limited,Short Term Bank Facilities,Infomerics,IVR A4 (INC)(Reaffirmed),"February 9, 2026",LOW,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Mundhe Industries Private Limited,Long Term Bank Facilities,Infomerics,IVR BB- (INC)(Downgraded),"January 23, 2026",LOW,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Alankar Alloys Private Limited,Long Term Bank Facility,Infomerics,IVR BB+ (INC)(Downgraded),"January 22, 2026",LOW,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Alankar Alloys Private Limited,Short Term Bank Facilities (Proposed),Infomerics,IVR A4+ (INC)(Downgraded),"January 22, 2026",LOW,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
QuadGen Wireless Solutions Private limited,Long Term Bank Facilities,Infomerics,IVR BB (INC) (Downgraded),"January 30, 2026",LOW,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Premier Cables & Conductors Private Limited,Short Term Bank Facility,Infomerics,IVR A4 (INC) (Reaffirmed),"January 15, 2026",LOW,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Radiant Industries,Long Term Bank Facilities,Infomerics,IVR C+ (INC)(Downgraded),"February 9, 2026",LOW,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Radiant Industries,Short Term Bank Facilities,Infomerics,IVR A4 (INC)(Reaffirmed),"February 9, 2026",LOW,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Tehri Pulp & Paper Ltd.,Letter Of credit,BRICKWORK,A 4+,16-12-2025,LOW,Y,Manufacturing,INC with BRICKWORK — not cooperating; switch needed,"INC blocks bank financing; ACER vs BRICKWORK: faster, more responsive, India-focused"
Abaj Electronics Pvt. Ltd.,Letter Of credit,ACUITE,A 4,16-12-2025,LOW,Y,Manufacturing,INC with ACUITE — not cooperating; switch needed,"INC blocks bank financing; ACER vs ACUITE: faster, more responsive, India-focused"
Gobind Industries Pvt. Ltd.,Term loans,BRICKWORK,C,15-12-2025,LOW,Y,Manufacturing,INC with BRICKWORK — not cooperating; switch needed,"INC blocks bank financing; ACER vs BRICKWORK: faster, more responsive, India-focused"
Sturdy Industries Ltd.,Non-government debt,ICRA,D,15-12-2025,LOW,Y,Manufacturing,INC with ICRA — not cooperating; switch needed,"INC blocks bank financing; ACER vs ICRA: faster, more responsive, India-focused"
A B Pal Electricals Pvt. Ltd.,Bank Guarantee,CRISIL,D,17-12-2025,LOW,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
Wadia Techno-Engineering Services Ltd.,Bank Guarantee,BRICKWORK,A 4,17-12-2025,LOW,Y,Manufacturing,INC with BRICKWORK — not cooperating; switch needed,"INC blocks bank financing; ACER vs BRICKWORK: faster, more responsive, India-focused"
Marino Cables India Pvt. Ltd.,Bank Guarantee,ACUITE,A 4,17-12-2025,LOW,Y,Manufacturing,INC with ACUITE — not cooperating; switch needed,"INC blocks bank financing; ACER vs ACUITE: faster, more responsive, India-focused"
Siddhartha Engineering Ltd.,Letter Of credit,CARE,A 4,16-12-2025,LOW,Y,Manufacturing,INC with CARE — not cooperating; switch needed,"INC blocks bank financing; ACER vs CARE: faster, more responsive, India-focused"
Shreegopal Auto Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,BB+,24-12-2025,LOW,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
E D A C Engineering Ltd.,Bank Guarantee,CRISIL,A 4+,23-12-2025,LOW,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
I T L Industries Ltd.,Bank Guarantee,CRISIL,A 3+,23-12-2025,LOW,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
J G Hosiery Pvt. Ltd.,Term loans,ICRA,A,23-12-2025,LOW,Y,Manufacturing,INC with ICRA — not cooperating; switch needed,"INC blocks bank financing; ACER vs ICRA: faster, more responsive, India-focused"
T N R Industries Pvt. Ltd.,Long term Loans,CRISIL,C,23-12-2025,LOW,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
P V S Automotive Co. Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,B+,22-12-2025,LOW,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
Future Automobile Agency Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,BB-,22-12-2025,LOW,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
Punj Motors Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,B+,22-12-2025,LOW,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
Weener Empire Plastics Pvt. Ltd.,Non-government debt,ICRA,B+/A4,24-12-2025,LOW,Y,Manufacturing,INC with ICRA — not cooperating; switch needed,"INC blocks bank financing; ACER vs ICRA: faster, more responsive, India-focused"
Sanco Industries Ltd.,Long term Loans,CRISIL,D,24-12-2025,LOW,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
Vishwa Glass & Ceramics Pvt. Ltd.,Letter Of credit,CRISIL,A 4,24-12-2025,LOW,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
Danalakshmi Paper Mills Pvt. Ltd.,Term loans,ACUITE,B-,24-12-2025,LOW,Y,Manufacturing,INC with ACUITE — not cooperating; switch needed,"INC blocks bank financing; ACER vs ACUITE: faster, more responsive, India-focused"
S A M Apparels Pvt. Ltd.,Non-government debt,ICRA,D,22-12-2025,LOW,Y,Manufacturing,INC with ICRA — not cooperating; switch needed,"INC blocks bank financing; ACER vs ICRA: faster, more responsive, India-focused"
Bilt Graphic Paper Products Ltd.,Non-government debt,IND-RA,D,19-12-2025,LOW,Y,Manufacturing,INC with IND-RA — not cooperating; switch needed,"INC blocks bank financing; ACER vs IND-RA: faster, more responsive, India-focused"
Kairali Steels & Alloys Pvt. Ltd.,Non-government debt,IND-RA,B/A4,19-12-2025,LOW,Y,Manufacturing,INC with IND-RA — not cooperating; switch needed,"INC blocks bank financing; ACER vs IND-RA: faster, more responsive, India-focused"
Sangam Forgings Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,19-12-2025,LOW,Y,Manufacturing,INC with IND-RA — not cooperating; switch needed,"INC blocks bank financing; ACER vs IND-RA: faster, more responsive, India-focused"
Santosh Automotors Pvt. Ltd.,Long term Loans,CRISIL,B+,23-12-2025,LOW,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
M M P Industries Ltd.,Letter Of credit,CRISIL,A 2,23-12-2025,LOW,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
Gartech Equipments Pvt. Ltd.,Term loans,CRISIL,BB+,23-12-2025,LOW,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
Rubber O Malabar Products Pvt. Ltd.,Long term Loans,CRISIL,D,23-12-2025,LOW,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
Shape Engineering Co. Pvt. Ltd.,Long term Loans,CRISIL,B,18-12-2025,LOW,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
Shree Somnath Paper Mills Pvt. Ltd.,Long term Loans,CRISIL,B,18-12-2025,LOW,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
Sohan Industries Pvt. Ltd.,Long term Loans,CRISIL,B,18-12-2025,LOW,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
Lahoti Motors Pvt. Ltd.,Long term Loans,CRISIL,B,17-12-2025,LOW,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
Orange Auto Pvt. Ltd.,Term loans,CRISIL,B,22-12-2025,LOW,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
Remira Motors Pvt. Ltd.,Long term Loans,CRISIL,B,22-12-2025,LOW,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
Uni-Tech Automation Pvt. Ltd.,Term loans,ICRA,B+,22-12-2025,LOW,Y,Manufacturing,INC with ICRA — not cooperating; switch needed,"INC blocks bank financing; ACER vs ICRA: faster, more responsive, India-focused"
Rasika Motors Pvt. Ltd.,Long term Loans,CRISIL,B,22-12-2025,LOW,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
Pioneer Fabricators Ltd.,Bank Guarantee,BRICKWORK,A 4,12-01-2026,LOW,Y,Manufacturing,INC with BRICKWORK — not cooperating; switch needed,"INC blocks bank financing; ACER vs BRICKWORK: faster, more responsive, India-focused"
Vamshi Rubber Ltd.,Term loans,BRICKWORK,C,09-01-2026,LOW,Y,Manufacturing,INC with BRICKWORK — not cooperating; switch needed,"INC blocks bank financing; ACER vs BRICKWORK: faster, more responsive, India-focused"
Jai Balaji Controlgears Pvt. Ltd.,Term loans,BRICKWORK,C,09-01-2026,LOW,Y,Manufacturing,INC with BRICKWORK — not cooperating; switch needed,"INC blocks bank financing; ACER vs BRICKWORK: faster, more responsive, India-focused"
Venkateshwara Fibre Glass (Chennai) Pvt.  Ltd.,Long term Loans,CRISIL,BB-,09-01-2026,LOW,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
V V C Motors Pvt. Ltd.,Non-government debt,ICRA,B+/A4,19-12-2025,LOW,Y,Manufacturing,INC with ICRA — not cooperating; switch needed,"INC blocks bank financing; ACER vs ICRA: faster, more responsive, India-focused"
